"from"	"to"	"Metabolite"
"ENSG00000130304"	"ENSG00000137204"	"m1289"
"ENSG00000130304"	"ENSG00000149452"	"m1289"
"ENSG00000130304"	"ENSG00000197901"	"m1289"
"ENSG00000239642"	"ENSG00000132958"	"m1331"
"ENSG00000239642"	"ENSG00000171862"	"m1331"
"ENSG00000239642"	"ENSG00000068366"	"m1474"
"ENSG00000239642"	"ENSG00000103740"	"m1474"
"ENSG00000239642"	"ENSG00000123983"	"m1474"
"ENSG00000239642"	"ENSG00000130377"	"m1474"
"ENSG00000239642"	"ENSG00000140284"	"m1474"
"ENSG00000239642"	"ENSG00000151726"	"m1474"
"ENSG00000239642"	"ENSG00000164398"	"m1474"
"ENSG00000239642"	"ENSG00000197142"	"m1474"
"ENSG00000239642"	"ENSG00000239642"	"m1474"
"ENSG00000239642"	"ENSG00000103257"	"m1474"
"ENSG00000136542"	"ENSG00000100156"	"m151"
"ENSG00000136542"	"ENSG00000108932"	"m151"
"ENSG00000136542"	"ENSG00000118596"	"m151"
"ENSG00000136542"	"ENSG00000141526"	"m151"
"ENSG00000136542"	"ENSG00000155380"	"m151"
"ENSG00000136542"	"ENSG00000168679"	"m151"
"ENSG00000136542"	"ENSG00000170190"	"m151"
"ENSG00000136542"	"ENSG00000172482"	"m151"
"ENSG00000136542"	"ENSG00000171723"	"m151"
"ENSG00000136542"	"ENSG00000079215"	"m151"
"ENSG00000136542"	"ENSG00000105143"	"m151"
"ENSG00000136542"	"ENSG00000106688"	"m151"
"ENSG00000136542"	"ENSG00000110436"	"m151"
"ENSG00000136542"	"ENSG00000162383"	"m151"
"ENSG00000173610"	"ENSG00000100156"	"m151"
"ENSG00000173610"	"ENSG00000108932"	"m151"
"ENSG00000173610"	"ENSG00000118596"	"m151"
"ENSG00000173610"	"ENSG00000141526"	"m151"
"ENSG00000173610"	"ENSG00000155380"	"m151"
"ENSG00000173610"	"ENSG00000168679"	"m151"
"ENSG00000173610"	"ENSG00000170190"	"m151"
"ENSG00000173610"	"ENSG00000172482"	"m151"
"ENSG00000173610"	"ENSG00000171723"	"m151"
"ENSG00000173610"	"ENSG00000079215"	"m151"
"ENSG00000173610"	"ENSG00000105143"	"m151"
"ENSG00000173610"	"ENSG00000106688"	"m151"
"ENSG00000173610"	"ENSG00000110436"	"m151"
"ENSG00000173610"	"ENSG00000162383"	"m151"
"ENSG00000160870"	"ENSG00000100156"	"m151"
"ENSG00000160870"	"ENSG00000108932"	"m151"
"ENSG00000160870"	"ENSG00000118596"	"m151"
"ENSG00000160870"	"ENSG00000141526"	"m151"
"ENSG00000160870"	"ENSG00000155380"	"m151"
"ENSG00000160870"	"ENSG00000168679"	"m151"
"ENSG00000160870"	"ENSG00000170190"	"m151"
"ENSG00000160870"	"ENSG00000172482"	"m151"
"ENSG00000160870"	"ENSG00000171723"	"m151"
"ENSG00000160870"	"ENSG00000079215"	"m151"
"ENSG00000160870"	"ENSG00000105143"	"m151"
"ENSG00000160870"	"ENSG00000106688"	"m151"
"ENSG00000160870"	"ENSG00000110436"	"m151"
"ENSG00000160870"	"ENSG00000162383"	"m151"
"ENSG00000233276"	"ENSG00000100156"	"m151"
"ENSG00000233276"	"ENSG00000108932"	"m151"
"ENSG00000233276"	"ENSG00000118596"	"m151"
"ENSG00000233276"	"ENSG00000141526"	"m151"
"ENSG00000233276"	"ENSG00000155380"	"m151"
"ENSG00000233276"	"ENSG00000168679"	"m151"
"ENSG00000233276"	"ENSG00000170190"	"m151"
"ENSG00000233276"	"ENSG00000172482"	"m151"
"ENSG00000233276"	"ENSG00000171723"	"m151"
"ENSG00000233276"	"ENSG00000079215"	"m151"
"ENSG00000233276"	"ENSG00000105143"	"m151"
"ENSG00000233276"	"ENSG00000106688"	"m151"
"ENSG00000233276"	"ENSG00000110436"	"m151"
"ENSG00000233276"	"ENSG00000162383"	"m151"
"ENSG00000160870"	"ENSG00000184999"	"m154"
"ENSG00000143198"	"ENSG00000184999"	"m154"
"ENSG00000138109"	"ENSG00000203857"	"m1597"
"ENSG00000138109"	"ENSG00000203859"	"m1597"
"ENSG00000138109"	"ENSG00000025423"	"m1597"
"ENSG00000138109"	"ENSG00000086696"	"m1597"
"ENSG00000176153"	"ENSG00000109814"	"m1656"
"ENSG00000176153"	"ENSG00000104687"	"m1658"
"ENSG00000239642"	"ENSG00000108839"	"m168"
"ENSG00000185013"	"ENSG00000084774"	"m1691"
"ENSG00000239642"	"ENSG00000162174"	"m175"
"ENSG00000239642"	"ENSG00000166183"	"m175"
"ENSG00000248144"	"ENSG00000196511"	"m1764"
"ENSG00000159692"	"ENSG00000130876 and ENSG00000168003"	"m1785"
"ENSG00000134201"	"ENSG00000125246"	"m1789"
"ENSG00000239642"	"ENSG00000103064"	"m180"
"ENSG00000138109"	"ENSG00000137563"	"m1862"
"ENSG00000138109"	"ENSG00000231852"	"m1862"
"ENSG00000138109"	"ENSG00000108786"	"m1862"
"ENSG00000138109"	"ENSG00000132196"	"m1862"
"ENSG00000165349"	"ENSG00000081479 and ENSG00000107611 and ENSG00000111012 and ENSG00000145321"	"m1874"
"ENSG00000159692"	"ENSG00000120563"	"m1912"
"ENSG00000159692"	"ENSG00000174876"	"m1912"
"ENSG00000159692"	"ENSG00000187733"	"m1912"
"ENSG00000159692"	"ENSG00000237763"	"m1912"
"ENSG00000159692"	"ENSG00000240038"	"m1912"
"ENSG00000159692"	"ENSG00000243480"	"m1912"
"ENSG00000134201"	"ENSG00000008394"	"m1958"
"ENSG00000134201"	"ENSG00000065621"	"m1958"
"ENSG00000134201"	"ENSG00000084207"	"m1958"
"ENSG00000134201"	"ENSG00000085871"	"m1958"
"ENSG00000134201"	"ENSG00000099984"	"m1958"
"ENSG00000134201"	"ENSG00000100577"	"m1958"
"ENSG00000134201"	"ENSG00000133433"	"m1958"
"ENSG00000134201"	"ENSG00000134184"	"m1958"
"ENSG00000134201"	"ENSG00000134201"	"m1958"
"ENSG00000134201"	"ENSG00000134202"	"m1958"
"ENSG00000134201"	"ENSG00000143198"	"m1958"
"ENSG00000134201"	"ENSG00000148834"	"m1958"
"ENSG00000134201"	"ENSG00000163106"	"m1958"
"ENSG00000134201"	"ENSG00000168765"	"m1958"
"ENSG00000134201"	"ENSG00000170899"	"m1958"
"ENSG00000134201"	"ENSG00000174156"	"m1958"
"ENSG00000134201"	"ENSG00000182793"	"m1958"
"ENSG00000134201"	"ENSG00000197448"	"m1958"
"ENSG00000134201"	"ENSG00000213366"	"m1958"
"ENSG00000134201"	"ENSG00000243955"	"m1958"
"ENSG00000134201"	"ENSG00000244067"	"m1958"
"ENSG00000134201"	"ENSG00000083807"	"m1958"
"ENSG00000134201"	"ENSG00000160882"	"m1958"
"ENSG00000134201"	"ENSG00000179142"	"m1958"
"ENSG00000134201"	"ENSG00000021461"	"m1958"
"ENSG00000134201"	"ENSG00000100197"	"m1958"
"ENSG00000134201"	"ENSG00000106258"	"m1958"
"ENSG00000134201"	"ENSG00000108242"	"m1958"
"ENSG00000134201"	"ENSG00000134716"	"m1958"
"ENSG00000134201"	"ENSG00000137869"	"m1958"
"ENSG00000134201"	"ENSG00000138061"	"m1958"
"ENSG00000134201"	"ENSG00000138109"	"m1958"
"ENSG00000134201"	"ENSG00000138115"	"m1958"
"ENSG00000134201"	"ENSG00000140465"	"m1958"
"ENSG00000134201"	"ENSG00000142973"	"m1958"
"ENSG00000134201"	"ENSG00000155016"	"m1958"
"ENSG00000134201"	"ENSG00000160868"	"m1958"
"ENSG00000134201"	"ENSG00000160870"	"m1958"
"ENSG00000134201"	"ENSG00000167600"	"m1958"
"ENSG00000134201"	"ENSG00000171903"	"m1958"
"ENSG00000134201"	"ENSG00000186160"	"m1958"
"ENSG00000134201"	"ENSG00000186204"	"m1958"
"ENSG00000134201"	"ENSG00000186377"	"m1958"
"ENSG00000134201"	"ENSG00000186526"	"m1958"
"ENSG00000134201"	"ENSG00000197408"	"m1958"
"ENSG00000134201"	"ENSG00000197446"	"m1958"
"ENSG00000134201"	"ENSG00000282301"	"m1958"
"ENSG00000159692"	"ENSG00000128039"	"m2002"
"ENSG00000159692"	"ENSG00000145545"	"m2002"
"ENSG00000159692"	"ENSG00000277893"	"m2002"
"ENSG00000159692"	"ENSG00000069535"	"m2002"
"ENSG00000159692"	"ENSG00000189221"	"m2002"
"ENSG00000159692"	"ENSG00000172461"	"m2002"
"ENSG00000159692"	"ENSG00000002726"	"m2002"
"ENSG00000159692"	"ENSG00000159131"	"m2002"
"ENSG00000159692"	"ENSG00000134824"	"m2002"
"ENSG00000159692"	"ENSG00000149485"	"m2002"
"ENSG00000159692"	"ENSG00000221968"	"m2002"
"ENSG00000159692"	"ENSG00000006534"	"m2002"
"ENSG00000159692"	"ENSG00000108602"	"m2002"
"ENSG00000159692"	"ENSG00000132746"	"m2002"
"ENSG00000159692"	"ENSG00000184254"	"m2002"
"ENSG00000138109"	"ENSG00000128039"	"m2002"
"ENSG00000138109"	"ENSG00000145545"	"m2002"
"ENSG00000138109"	"ENSG00000277893"	"m2002"
"ENSG00000138109"	"ENSG00000069535"	"m2002"
"ENSG00000138109"	"ENSG00000189221"	"m2002"
"ENSG00000138109"	"ENSG00000172461"	"m2002"
"ENSG00000138109"	"ENSG00000159131"	"m2002"
"ENSG00000138109"	"ENSG00000134824"	"m2002"
"ENSG00000138109"	"ENSG00000149485"	"m2002"
"ENSG00000138109"	"ENSG00000221968"	"m2002"
"ENSG00000138109"	"ENSG00000100577"	"m2004"
"ENSG00000138109"	"ENSG00000133433"	"m2004"
"ENSG00000138109"	"ENSG00000163106"	"m2004"
"ENSG00000136542"	"ENSG00000101986"	"m202"
"ENSG00000136542"	"ENSG00000137563"	"m202"
"ENSG00000136542"	"ENSG00000110090"	"m202"
"ENSG00000136542"	"ENSG00000169169"	"m202"
"ENSG00000136542"	"ENSG00000205560"	"m202"
"ENSG00000136542"	"ENSG00000149742"	"m202"
"ENSG00000136542"	"ENSG00000175003"	"m202"
"ENSG00000136542"	"ENSG00000178537"	"m202"
"ENSG00000136542"	"ENSG00000197119"	"m202"
"ENSG00000136542"	"ENSG00000197208"	"m202"
"ENSG00000136542"	"ENSG00000033867"	"m202"
"ENSG00000136542"	"ENSG00000080493"	"m202"
"ENSG00000136542"	"ENSG00000113073"	"m202"
"ENSG00000136542"	"ENSG00000188687"	"m202"
"ENSG00000136542"	"ENSG00000060971"	"m202"
"ENSG00000136542"	"ENSG00000072506"	"m202"
"ENSG00000136542"	"ENSG00000084754"	"m202"
"ENSG00000136542"	"ENSG00000087008"	"m202"
"ENSG00000136542"	"ENSG00000097021"	"m202"
"ENSG00000136542"	"ENSG00000101473"	"m202"
"ENSG00000136542"	"ENSG00000119673"	"m202"
"ENSG00000136542"	"ENSG00000127884"	"m202"
"ENSG00000136542"	"ENSG00000130304"	"m202"
"ENSG00000136542"	"ENSG00000133835"	"m202"
"ENSG00000136542"	"ENSG00000136881"	"m202"
"ENSG00000136542"	"ENSG00000138029"	"m202"
"ENSG00000136542"	"ENSG00000138796"	"m202"
"ENSG00000136542"	"ENSG00000140284"	"m202"
"ENSG00000136542"	"ENSG00000143554"	"m202"
"ENSG00000136542"	"ENSG00000157426"	"m202"
"ENSG00000136542"	"ENSG00000161533"	"m202"
"ENSG00000136542"	"ENSG00000167107"	"m202"
"ENSG00000136542"	"ENSG00000167114"	"m202"
"ENSG00000136542"	"ENSG00000167315"	"m202"
"ENSG00000136542"	"ENSG00000176715"	"m202"
"ENSG00000136542"	"ENSG00000177465"	"m202"
"ENSG00000136542"	"ENSG00000184227"	"m202"
"ENSG00000136542"	"ENSG00000242110"	"m202"
"ENSG00000136542"	"ENSG00000183048"	"m202"
"ENSG00000136542"	"ENSG00000049239"	"m202"
"ENSG00000136542"	"ENSG00000130313"	"m202"
"ENSG00000136542"	"ENSG00000136877"	"m202"
"ENSG00000127884"	"ENSG00000021461"	"m2046"
"ENSG00000127884"	"ENSG00000106258"	"m2046"
"ENSG00000127884"	"ENSG00000108242"	"m2046"
"ENSG00000127884"	"ENSG00000138115"	"m2046"
"ENSG00000127884"	"ENSG00000140465"	"m2046"
"ENSG00000127884"	"ENSG00000160870"	"m2046"
"ENSG00000127884"	"ENSG00000282301"	"m2046"
"ENSG00000159692"	"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"m205"
"ENSG00000159692"	"ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848"	"m205"
"ENSG00000159692"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m205"
"ENSG00000159692"	"ENSG00000197375"	"m205"
"ENSG00000159692"	"ENSG00000084774"	"m205"
"ENSG00000159692"	"ENSG00000149742"	"m205"
"ENSG00000159692"	"ENSG00000175003"	"m205"
"ENSG00000159692"	"ENSG00000178537"	"m205"
"ENSG00000159692"	"ENSG00000197119"	"m205"
"ENSG00000159692"	"ENSG00000197208"	"m205"
"ENSG00000159692"	"ENSG00000072210"	"m205"
"ENSG00000159692"	"ENSG00000111275"	"m205"
"ENSG00000159692"	"ENSG00000137124"	"m205"
"ENSG00000159692"	"ENSG00000143149"	"m205"
"ENSG00000159692"	"ENSG00000164904"	"m205"
"ENSG00000159692"	"ENSG00000095321"	"m205"
"ENSG00000159692"	"ENSG00000104325"	"m205"
"ENSG00000159692"	"ENSG00000242612"	"m205"
"ENSG00000233276"	"ENSG00000112759"	"m2098"
"ENSG00000233276"	"ENSG00000174669"	"m2098"
"ENSG00000185825"	"ENSG00000103257"	"m218"
"ENSG00000239642"	"ENSG00000130876 and ENSG00000168003"	"m2230"
"ENSG00000239642"	"ENSG00000103257 and ENSG00000168003"	"m2230"
"ENSG00000239642"	"ENSG00000067829"	"m224"
"ENSG00000239642"	"ENSG00000067840"	"m224"
"ENSG00000239642"	"ENSG00000101986"	"m224"
"ENSG00000239642"	"ENSG00000130821"	"m224"
"ENSG00000239642"	"ENSG00000130822"	"m224"
"ENSG00000239642"	"ENSG00000130829"	"m224"
"ENSG00000239642"	"ENSG00000180879"	"m224"
"ENSG00000239642"	"ENSG00000184343"	"m224"
"ENSG00000239642"	"ENSG00000185825"	"m224"
"ENSG00000239642"	"ENSG00000198753"	"m224"
"ENSG00000239642"	"ENSG00000198910"	"m224"
"ENSG00000185825"	"ENSG00000172331"	"m2248"
"ENSG00000130304"	"ENSG00000077463"	"m2286"
"ENSG00000130304"	"ENSG00000111339"	"m2286"
"ENSG00000130304"	"ENSG00000129744"	"m2286"
"ENSG00000130304"	"ENSG00000156219"	"m2286"
"ENSG00000130304"	"ENSG00000167311"	"m2286"
"ENSG00000164363"	"ENSG00000160200"	"m2312"
"ENSG00000248098"	"ENSG00000171298"	"m2319"
"ENSG00000239642"	"ENSG00000171903"	"m2431"
"ENSG00000239642"	"ENSG00000171954"	"m2431"
"ENSG00000239642"	"ENSG00000186115"	"m2431"
"ENSG00000239642"	"ENSG00000186526"	"m2431"
"ENSG00000239642"	"ENSG00000186529"	"m2431"
"ENSG00000143198"	"ENSG00000137860"	"m2518"
"ENSG00000143198"	"ENSG00000156222"	"m2518"
"ENSG00000143198"	"ENSG00000197506"	"m2518"
"ENSG00000130304"	"ENSG00000014257"	"m2628"
"ENSG00000130304"	"ENSG00000076685"	"m2628"
"ENSG00000130304"	"ENSG00000116981"	"m2628"
"ENSG00000130304"	"ENSG00000122643"	"m2628"
"ENSG00000130304"	"ENSG00000125458"	"m2628"
"ENSG00000130304"	"ENSG00000135318"	"m2628"
"ENSG00000130304"	"ENSG00000141698"	"m2628"
"ENSG00000130304"	"ENSG00000146587"	"m2628"
"ENSG00000130304"	"ENSG00000185013"	"m2628"
"ENSG00000130304"	"ENSG00000205309"	"m2628"
"ENSG00000130304"	"ENSG00000250741"	"m2628"
"ENSG00000173610"	"ENSG00000072778"	"m2634"
"ENSG00000173610"	"ENSG00000115361"	"m2634"
"ENSG00000173610"	"ENSG00000069535"	"m2634"
"ENSG00000173610"	"ENSG00000189221"	"m2634"
"ENSG00000173610"	"ENSG00000087253"	"m2634"
"ENSG00000173610"	"ENSG00000111684"	"m2634"
"ENSG00000173610"	"ENSG00000153395"	"m2634"
"ENSG00000173610"	"ENSG00000176454"	"m2634"
"ENSG00000173610"	"ENSG00000104331"	"m2634"
"ENSG00000173610"	"ENSG00000133731"	"m2634"
"ENSG00000173610"	"ENSG00000141401"	"m2634"
"ENSG00000173610"	"ENSG00000172890"	"m2634"
"ENSG00000136542"	"ENSG00000072778"	"m2634"
"ENSG00000136542"	"ENSG00000115361"	"m2634"
"ENSG00000136542"	"ENSG00000069535"	"m2634"
"ENSG00000136542"	"ENSG00000189221"	"m2634"
"ENSG00000136542"	"ENSG00000087253"	"m2634"
"ENSG00000136542"	"ENSG00000111684"	"m2634"
"ENSG00000136542"	"ENSG00000153395"	"m2634"
"ENSG00000136542"	"ENSG00000176454"	"m2634"
"ENSG00000136542"	"ENSG00000104331"	"m2634"
"ENSG00000136542"	"ENSG00000133731"	"m2634"
"ENSG00000136542"	"ENSG00000141401"	"m2634"
"ENSG00000136542"	"ENSG00000172890"	"m2634"
"ENSG00000185825"	"ENSG00000100156"	"m2662"
"ENSG00000185825"	"ENSG00000108932"	"m2662"
"ENSG00000185825"	"ENSG00000118596"	"m2662"
"ENSG00000185825"	"ENSG00000141526"	"m2662"
"ENSG00000185825"	"ENSG00000155380"	"m2662"
"ENSG00000185825"	"ENSG00000168679"	"m2662"
"ENSG00000185825"	"ENSG00000170190"	"m2662"
"ENSG00000138109"	"ENSG00000108439"	"m2676"
"ENSG00000159692"	"ENSG00000108439"	"m2676"
"ENSG00000159692"	"ENSG00000104524"	"m2676"
"ENSG00000159692"	"ENSG00000143811"	"m2676"
"ENSG00000159692"	"ENSG00000183010"	"m2676"
"ENSG00000159692"	"ENSG00000243709"	"m2676"
"ENSG00000130304"	"ENSG00000108439"	"m2676"
"ENSG00000130304"	"ENSG00000104524"	"m2676"
"ENSG00000130304"	"ENSG00000143811"	"m2676"
"ENSG00000130304"	"ENSG00000183010"	"m2676"
"ENSG00000130304"	"ENSG00000243709"	"m2676"
"ENSG00000138109"	"ENSG00000105835"	"m277"
"ENSG00000185825"	"ENSG00000073756"	"m279"
"ENSG00000185825"	"ENSG00000095303"	"m279"
"ENSG00000185825"	"ENSG00000168306"	"m279"
"ENSG00000173610"	"ENSG00000033100"	"m341"
"ENSG00000138109"	"ENSG00000148795"	"m410"
"ENSG00000167434"	"ENSG00000095321"	"m611"
"ENSG00000167434"	"ENSG00000157184"	"m611"
"ENSG00000134201"	"ENSG00000225697"	"m787"
"ENSG00000130304"	"ENSG00000132196"	"m833"
"ENSG00000130304"	"ENSG00000148795"	"m833"
"ENSG00000130304"	"ENSG00000125255"	"m833"
"ENSG00000130304"	"ENSG00000137563"	"m833"
"ENSG00000130304"	"ENSG00000203857"	"m833"
"ENSG00000130304"	"ENSG00000203859"	"m833"
"ENSG00000171885"	"ENSG00000116157"	"m995"
"ENSG00000171885"	"ENSG00000117450"	"m995"
"ENSG00000171885"	"ENSG00000117592"	"m995"
"ENSG00000171885"	"ENSG00000126432"	"m995"
"ENSG00000171885"	"ENSG00000164294"	"m995"
"ENSG00000171885"	"ENSG00000165672"	"m995"
"ENSG00000171885"	"ENSG00000167468"	"m995"
"ENSG00000171885"	"ENSG00000167815"	"m995"
"ENSG00000171885"	"ENSG00000176153"	"m995"
"ENSG00000171885"	"ENSG00000198704"	"m995"
"ENSG00000171885"	"ENSG00000211445"	"m995"
"ENSG00000171885"	"ENSG00000224586"	"m995"
"ENSG00000171885"	"ENSG00000233276"	"m995"
"ENSG00000171885"	"ENSG00000068366"	"m995"
"ENSG00000171885"	"ENSG00000103740"	"m995"
"ENSG00000171885"	"ENSG00000123983"	"m995"
"ENSG00000171885"	"ENSG00000130377"	"m995"
"ENSG00000171885"	"ENSG00000140284"	"m995"
"ENSG00000171885"	"ENSG00000151726"	"m995"
"ENSG00000171885"	"ENSG00000164398"	"m995"
"ENSG00000171885"	"ENSG00000197142"	"m995"
"ENSG00000171885"	"ENSG00000239642"	"m995"
"ENSG00000171885"	"ENSG00000138185"	"m995"
"ENSG00000171885"	"ENSG00000168032"	"m995"
"ENSG00000171885"	"ENSG00000188833"	"m995"
"ENSG00000171885"	"ENSG00000138801"	"m995"
"ENSG00000171885"	"ENSG00000198682"	"m995"
"ENSG00000171885"	"ENSG00000054179"	"m995"
"ENSG00000171885"	"ENSG00000171302"	"m995"
"ENSG00000171885"	"ENSG00000187097"	"m995"
"ENSG00000171885"	"ENSG00000197217"	"m995"
"ENSG00000171885"	"ENSG00000197586"	"m995"
"ENSG00000171885"	"ENSG00000101911"	"m995"
"ENSG00000171885"	"ENSG00000147224"	"m995"
"ENSG00000171885"	"ENSG00000229937"	"m995"
"ENSG00000142082"	"ENSG00000072778"	"m1125"
"ENSG00000142082"	"ENSG00000115361"	"m1125"
"ENSG00000142082"	"ENSG00000117054"	"m1125"
"ENSG00000142082"	"ENSG00000177646"	"m1125"
"ENSG00000110066"	"ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562"	"m1217"
"ENSG00000255730"	"ENSG00000138363"	"m1251"
"ENSG00000255730"	"ENSG00000057252"	"m1251"
"ENSG00000255730"	"ENSG00000167780"	"m1251"
"ENSG00000133835"	"ENSG00000138363"	"m1251"
"ENSG00000133835"	"ENSG00000057252"	"m1251"
"ENSG00000133835"	"ENSG00000167780"	"m1251"
"ENSG00000133835"	"ENSG00000137204"	"m1289"
"ENSG00000133835"	"ENSG00000149452"	"m1289"
"ENSG00000133835"	"ENSG00000197901"	"m1289"
"ENSG00000139629"	"ENSG00000100156"	"m151"
"ENSG00000139629"	"ENSG00000108932"	"m151"
"ENSG00000139629"	"ENSG00000118596"	"m151"
"ENSG00000139629"	"ENSG00000141526"	"m151"
"ENSG00000139629"	"ENSG00000155380"	"m151"
"ENSG00000139629"	"ENSG00000168679"	"m151"
"ENSG00000139629"	"ENSG00000170190"	"m151"
"ENSG00000139629"	"ENSG00000172482"	"m151"
"ENSG00000139629"	"ENSG00000171723"	"m151"
"ENSG00000139629"	"ENSG00000079215"	"m151"
"ENSG00000139629"	"ENSG00000105143"	"m151"
"ENSG00000139629"	"ENSG00000106688"	"m151"
"ENSG00000139629"	"ENSG00000110436"	"m151"
"ENSG00000139629"	"ENSG00000162383"	"m151"
"ENSG00000196620"	"ENSG00000100156"	"m151"
"ENSG00000196620"	"ENSG00000108932"	"m151"
"ENSG00000196620"	"ENSG00000118596"	"m151"
"ENSG00000196620"	"ENSG00000141526"	"m151"
"ENSG00000196620"	"ENSG00000155380"	"m151"
"ENSG00000196620"	"ENSG00000168679"	"m151"
"ENSG00000196620"	"ENSG00000170190"	"m151"
"ENSG00000196620"	"ENSG00000172482"	"m151"
"ENSG00000196620"	"ENSG00000171723"	"m151"
"ENSG00000196620"	"ENSG00000079215"	"m151"
"ENSG00000196620"	"ENSG00000105143"	"m151"
"ENSG00000196620"	"ENSG00000106688"	"m151"
"ENSG00000196620"	"ENSG00000110436"	"m151"
"ENSG00000196620"	"ENSG00000162383"	"m151"
"ENSG00000165841"	"ENSG00000172482"	"m151"
"ENSG00000165841"	"ENSG00000171723"	"m151"
"ENSG00000165841"	"ENSG00000079215"	"m151"
"ENSG00000165841"	"ENSG00000105143"	"m151"
"ENSG00000165841"	"ENSG00000106688"	"m151"
"ENSG00000165841"	"ENSG00000110436"	"m151"
"ENSG00000165841"	"ENSG00000162383"	"m151"
"ENSG00000148834"	"ENSG00000184999"	"m154"
"ENSG00000138115"	"ENSG00000203857"	"m1597"
"ENSG00000138115"	"ENSG00000203859"	"m1597"
"ENSG00000138115"	"ENSG00000025423"	"m1597"
"ENSG00000138115"	"ENSG00000086696"	"m1597"
"ENSG00000198704"	"ENSG00000109814"	"m1656"
"ENSG00000198704"	"ENSG00000104687"	"m1658"
"ENSG00000205309"	"ENSG00000084774"	"m1691"
"ENSG00000160439"	"ENSG00000130876 and ENSG00000168003"	"m1785"
"ENSG00000134202"	"ENSG00000125246"	"m1789"
"ENSG00000138115"	"ENSG00000136877"	"m1862"
"ENSG00000138115"	"ENSG00000137563"	"m1862"
"ENSG00000138115"	"ENSG00000231852"	"m1862"
"ENSG00000138115"	"ENSG00000101846"	"m1862"
"ENSG00000138115"	"ENSG00000108786"	"m1862"
"ENSG00000138115"	"ENSG00000132196"	"m1862"
"ENSG00000174358"	"ENSG00000081479 and ENSG00000107611 and ENSG00000111012 and ENSG00000145321"	"m1874"
"ENSG00000160439"	"ENSG00000120563"	"m1912"
"ENSG00000160439"	"ENSG00000174876"	"m1912"
"ENSG00000160439"	"ENSG00000187733"	"m1912"
"ENSG00000160439"	"ENSG00000237763"	"m1912"
"ENSG00000160439"	"ENSG00000240038"	"m1912"
"ENSG00000160439"	"ENSG00000243480"	"m1912"
"ENSG00000134202"	"ENSG00000008394"	"m1958"
"ENSG00000134202"	"ENSG00000065621"	"m1958"
"ENSG00000134202"	"ENSG00000084207"	"m1958"
"ENSG00000134202"	"ENSG00000085871"	"m1958"
"ENSG00000134202"	"ENSG00000099984"	"m1958"
"ENSG00000134202"	"ENSG00000100577"	"m1958"
"ENSG00000134202"	"ENSG00000133433"	"m1958"
"ENSG00000134202"	"ENSG00000134184"	"m1958"
"ENSG00000134202"	"ENSG00000134201"	"m1958"
"ENSG00000134202"	"ENSG00000134202"	"m1958"
"ENSG00000134202"	"ENSG00000143198"	"m1958"
"ENSG00000134202"	"ENSG00000148834"	"m1958"
"ENSG00000134202"	"ENSG00000163106"	"m1958"
"ENSG00000134202"	"ENSG00000168765"	"m1958"
"ENSG00000134202"	"ENSG00000170899"	"m1958"
"ENSG00000134202"	"ENSG00000174156"	"m1958"
"ENSG00000134202"	"ENSG00000182793"	"m1958"
"ENSG00000134202"	"ENSG00000197448"	"m1958"
"ENSG00000134202"	"ENSG00000213366"	"m1958"
"ENSG00000134202"	"ENSG00000243955"	"m1958"
"ENSG00000134202"	"ENSG00000244067"	"m1958"
"ENSG00000134202"	"ENSG00000083807"	"m1958"
"ENSG00000134202"	"ENSG00000160882"	"m1958"
"ENSG00000134202"	"ENSG00000179142"	"m1958"
"ENSG00000134202"	"ENSG00000021461"	"m1958"
"ENSG00000134202"	"ENSG00000100197"	"m1958"
"ENSG00000134202"	"ENSG00000106258"	"m1958"
"ENSG00000134202"	"ENSG00000108242"	"m1958"
"ENSG00000134202"	"ENSG00000134716"	"m1958"
"ENSG00000134202"	"ENSG00000137869"	"m1958"
"ENSG00000134202"	"ENSG00000138061"	"m1958"
"ENSG00000134202"	"ENSG00000138109"	"m1958"
"ENSG00000134202"	"ENSG00000138115"	"m1958"
"ENSG00000134202"	"ENSG00000140465"	"m1958"
"ENSG00000134202"	"ENSG00000142973"	"m1958"
"ENSG00000134202"	"ENSG00000155016"	"m1958"
"ENSG00000134202"	"ENSG00000160868"	"m1958"
"ENSG00000134202"	"ENSG00000160870"	"m1958"
"ENSG00000134202"	"ENSG00000167600"	"m1958"
"ENSG00000134202"	"ENSG00000171903"	"m1958"
"ENSG00000134202"	"ENSG00000186160"	"m1958"
"ENSG00000134202"	"ENSG00000186204"	"m1958"
"ENSG00000134202"	"ENSG00000186377"	"m1958"
"ENSG00000134202"	"ENSG00000186526"	"m1958"
"ENSG00000134202"	"ENSG00000197408"	"m1958"
"ENSG00000134202"	"ENSG00000197446"	"m1958"
"ENSG00000134202"	"ENSG00000282301"	"m1958"
"ENSG00000250741"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"m1978"
"ENSG00000160439"	"ENSG00000128039"	"m2002"
"ENSG00000160439"	"ENSG00000145545"	"m2002"
"ENSG00000160439"	"ENSG00000277893"	"m2002"
